"gasto_equip_defensivo","equip_defensiv","idoso","morte_cov","idade","contat_cov","result_teste_1","teste_cov","pgt_plano","data_plano","plano","filho_dep","estcivil","escolaridade","d_escolaridade","d_raca","raca","sexo","renda","rendafam","qtd_filho_dep","confirmed","deaths","confirmed_per_100k_inhabitants","lngastos","lnrenda","lnrendafam","lnconfirmados","lndeaths"
82,1,0,NA,16,NA,0,0,1,0,1,0,0,"Ensino Fundamental",0,0,"Preto",0,200,NA,5,115,0,222.11492,4.40671920776367,5.30330467224121,NA,4.75359010696411,0
70,1,0,NA,16,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",1,4500,NA,3,115,0,222.11492,4.24849510192871,8.41205501556396,NA,4.75359010696411,0
0,0,0,NA,29,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",0,8000,NA,1,115,0,222.11492,NA,8.9873218536377,NA,4.75359010696411,0
100,1,0,NA,16,NA,0,0,0,0,0,0,0,"NA",NA,0,"Pardo",0,0,NA,5,115,0,222.11492,4.60517024993896,0,NA,4.75359010696411,0
39,1,0,NA,16,NA,0,0,0,0,0,0,0,"Ensino Fundamental",0,0,"Pardo",0,1080,NA,2,115,0,222.11492,3.66356158256531,6.98564195632935,NA,4.75359010696411,0
10,1,0,NA,28,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",0,1300,NA,3,154,6,119.40854,2.30258512496948,7.17088842391968,NA,5.0434250831604,1.94591009616852
100,1,0,NA,41,NA,0,0,0,0,0,1,1,"NA",NA,1,"Branco",1,4000,NA,4,154,6,119.40854,4.60517024993896,8.2943000793457,NA,5.0434250831604,1.94591009616852
100,1,0,NA,22,NA,0,0,0,0,0,0,0,"NA",NA,0,"Pardo",0,600,NA,2,154,6,119.40854,4.60517024993896,6.39859485626221,NA,5.0434250831604,1.94591009616852
68,1,0,NA,28,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",0,5000,NA,3,154,6,119.40854,4.21950769424438,8.51739311218262,NA,5.0434250831604,1.94591009616852
50,1,1,NA,62,NA,0,0,1,0,1,0,1,"NA",NA,0,"Pardo",0,12000,NA,2,154,6,119.40854,3.91202306747437,9.39274501800537,NA,5.0434250831604,1.94591009616852
100,1,0,NA,57,NA,0,0,1,0,1,1,1,"NA",NA,0,"Pardo",0,2000,NA,2,154,6,119.40854,4.60517024993896,7.60140228271484,NA,5.0434250831604,1.94591009616852
150,1,1,NA,72,NA,0,0,1,0,1,0,1,"NA",NA,0,"Pardo",0,0,NA,2,154,6,119.40854,5.01063537597656,0,NA,5.0434250831604,1.94591009616852
250,1,0,NA,31,NA,0,0,1,0,1,0,1,"NA",NA,0,"Pardo",1,3600,NA,2,154,6,119.40854,5.52146100997925,8.18896675109863,NA,5.0434250831604,1.94591009616852
30,1,0,1,31,0,0,0,0,0,0,1,0,"Pós-Graduação",NA,0,"Pardo",0,945,1600,3,5087,167,960.63783,3.40119743347168,6.8522424697876,7.37838363647461,8.53464031219482,5.12396383285522
200,1,0,0,23,0,0,0,0,0,0,0,0,"Ensino Médio",NA,1,"Branco",0,1200,6000,3,5161,171,974.61212,5.29831743240356,7.09090995788574,8.69968128204346,8.54907894134521,5.14749431610107
100,1,0,1,45,1,0,0,0,0,0,1,1,"Pós-Graduação",NA,1,"Branco",0,4000,6000,3,88,2,159.83145,4.60517024993896,8.2943000793457,8.69968128204346,4.48863649368286,1.0986123085022
100,1,0,1,45,1,0,0,0,0,0,1,1,"Pós-Graduação",NA,1,"Branco",0,4000,6000,3,88,2,159.83145,4.60517024993896,8.2943000793457,8.69968128204346,4.48863649368286,1.0986123085022
100,1,0,0,31,1,0,0,0,0,0,0,0,"Pós-Graduação",NA,0,"Pardo",1,3000,3000,1,88,2,159.83145,4.60517024993896,8.00670051574707,8.00670051574707,4.48863649368286,1.0986123085022
100,1,0,1,36,1,1,1,0,0,0,0,1,"Pós-Graduação",NA,0,"Pardo",0,3500,3500,2,198,3,741.7675,4.60517024993896,8.16080379486084,8.16080379486084,5.29330492019653,1.3862943649292
120,1,0,0,46,0,0,0,0,0,0,0,0,"Pós-Graduação",NA,0,"Pardo",1,2400,4000,5,22,0,191.85489,4.78749179840088,7.78364038467407,8.2943000793457,3.13549423217773,0
50,1,0,NA,28,NA,NA,0,1,0,1,0,0,"NA",NA,0,"Pardo",1,18400,NA,NA,19962,1417,914.52897,3.91202306747437,9.82015991210938,NA,9.90163612365723,7.25700283050537
100,1,0,NA,26,NA,0,0,1,0,1,0,0,"Ensino Superior",1,1,"Branco",1,10000,NA,3,20422,1432,935.60318,4.60517024993896,9.21044063568115,NA,9.92441654205322,7.26752519607544
1000,1,1,NA,68,NA,1,1,1,0,1,0,0,"NA",NA,0,"Amarelo",1,11000,NA,1,20422,1432,935.60318,6.90775537490845,9.30574131011963,NA,9.92441654205322,7.26752519607544
300,1,0,NA,44,NA,1,1,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",0,19000,19000,3,20422,1432,935.60318,5.70378255844116,9.85224723815918,9.85224723815918,9.92441654205322,7.26752519607544
300,1,0,NA,19,NA,0,0,0,0,0,0,0,"Ensino Médio",NA,1,"Branco",1,400,6400,3,20422,1432,935.60318,5.70378255844116,5.99396133422852,8.76420974731445,9.92441654205322,7.26752519607544
40,1,0,NA,38,NA,0,0,1,0,1,0,0,"Pós-Graduação",NA,0,"Preto",0,12000,15000,1,20422,1432,935.60318,3.68887948989868,9.39274501800537,9.61587238311768,9.92441654205322,7.26752519607544
100,1,0,NA,36,NA,0,0,1,0,1,1,1,"NA",NA,1,"Branco",0,600,NA,4,20422,1432,935.60318,4.60517024993896,6.39859485626221,NA,9.92441654205322,7.26752519607544
400,1,0,NA,25,NA,0,0,1,0,1,1,1,"Ensino Médio",NA,0,"Pardo",1,2800,4100,3,20422,1432,935.60318,5.99146461486816,7.93773174285889,8.31898593902588,9.92441654205322,7.26752519607544
0,0,0,NA,41,NA,0,0,1,0,1,0,1,"Pós-Graduação",NA,1,"Branco",1,12000,12000,2,20422,1432,935.60318,NA,9.39274501800537,9.39274501800537,9.92441654205322,7.26752519607544
60,1,0,NA,39,NA,0,0,0,0,1,0,0,"NA",NA,1,"Branco",0,6000,NA,2,20422,1432,935.60318,4.09434461593628,8.69968128204346,NA,9.92441654205322,7.26752519607544
40,1,1,NA,73,NA,0,0,1,0,1,0,1,"Pós-Graduação",NA,0,"Pardo",0,15000,18000,2,20422,1432,935.60318,3.68887948989868,9.61587238311768,9.79818248748779,9.92441654205322,7.26752519607544
300,1,0,NA,52,NA,0,0,1,0,1,0,1,"NA",NA,0,"Pardo",0,8000,NA,5,20422,1432,935.60318,5.70378255844116,8.9873218536377,NA,9.92441654205322,7.26752519607544
140,1,0,NA,30,NA,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",1,20000,20000,3,20422,1432,935.60318,4.94164228439331,9.90353775024414,9.90353775024414,9.92441654205322,7.26752519607544
124,1,0,NA,35,NA,0,0,1,0,1,0,1,"NA",NA,1,"Branco",0,5300,NA,2,20422,1432,935.60318,4.82028150558472,8.57565116882324,NA,9.92441654205322,7.26752519607544
1000,1,0,NA,47,NA,0,0,1,0,1,1,1,"NA",NA,1,"Branco",1,5000,NA,6,20422,1432,935.60318,6.90775537490845,8.51739311218262,NA,9.92441654205322,7.26752519607544
30,1,0,NA,34,NA,0,0,1,0,1,0,0,"Pós-Graduação",NA,1,"Branco",0,9000,18000,2,20422,1432,935.60318,3.40119743347168,9.1050910949707,9.79818248748779,9.92441654205322,7.26752519607544
30,1,0,NA,31,NA,NA,0,1,0,1,0,1,"NA",NA,1,"Branco",1,10000,NA,2,20422,1432,935.60318,3.40119743347168,9.21044063568115,NA,9.92441654205322,7.26752519607544
400,1,0,NA,47,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",0,10000,NA,1,20422,1432,935.60318,5.99146461486816,9.21044063568115,NA,9.92441654205322,7.26752519607544
2000,1,0,NA,48,NA,1,1,1,0,1,1,1,"NA",NA,1,"Branco",1,10000,NA,3,20422,1432,935.60318,7.60090255737305,9.21044063568115,NA,9.92441654205322,7.26752519607544
1000,1,0,NA,38,NA,0,0,1,0,1,0,0,"Pós-Graduação",NA,0,"Preto",0,15000,15000,1,20422,1432,935.60318,6.90775537490845,9.61587238311768,9.61587238311768,9.92441654205322,7.26752519607544
40,1,0,NA,38,NA,0,0,1,0,1,0,0,"Pós-Graduação",NA,0,"Preto",0,12000,15000,1,20422,1432,935.60318,3.68887948989868,9.39274501800537,9.61587238311768,9.92441654205322,7.26752519607544
50,1,0,0,20,1,0,0,0,0,0,0,0,"Ensino Médio",NA,0,"Preto",1,1200,1200,5,20785,1462,952.23348,3.91202306747437,7.09090995788574,7.09090995788574,9.94203472137451,7.28824424743652
2500,1,0,1,39,1,0,0,1,0,1,1,0,"Pós-Graduação",NA,0,"Pardo",1,10000,2650,4,20837,1466,954.61578,7.82404613494873,9.21044063568115,7.88269233703613,9.9445333480835,7.29097461700439
500,1,0,1,44,1,1,1,1,0,1,0,1,"Pós-Graduação",NA,1,"Branco",0,16000,40000,2,20837,1466,954.61578,6.21460819244385,9.68040657043457,10.5966596603394,9.9445333480835,7.29097461700439
300,1,0,NA,19,NA,0,0,0,0,0,0,0,"Ensino Médio",NA,1,"Branco",1,400,6400,3,21605,1501,989.80054,5.70378255844116,5.99396133422852,8.76420974731445,9.98072624206543,7.31455278396606
150,1,0,NA,36,NA,0,1,1,0,1,1,1,"NA",NA,1,"Branco",1,14000,NA,4,NA,NA,NA,5.01063537597656,9.54688358306885,NA,NA,NA
100,1,0,NA,51,NA,0,0,1,0,1,1,1,"NA",NA,1,"Branco",0,10000,NA,3,NA,NA,NA,4.60517024993896,9.21044063568115,NA,NA,NA
500,1,0,NA,58,NA,0,1,1,0,1,1,0,"Pós-Graduação",NA,1,"Branco",0,15000,15000,3,NA,NA,NA,6.21460819244385,9.61587238311768,9.61587238311768,NA,NA
34,1,0,NA,20,NA,0,0,0,0,1,0,0,"NA",NA,1,"Branco",0,3500,NA,4,NA,NA,NA,3.52636051177979,8.16080379486084,NA,NA,NA
100,1,0,NA,43,NA,1,1,1,0,1,0,1,"Pós-Graduação",NA,1,"Branco",0,3000,7000,2,NA,NA,NA,4.60517024993896,8.00670051574707,8.85380840301514,NA,NA
300,1,0,1,48,1,0,1,1,0,1,1,0,"Pós-Graduação",NA,0,"Pardo",1,12000,14000,5,3490,83,1675.68528,5.70378255844116,9.39274501800537,9.54688358306885,8.15794372558594,4.43081665039062
500,1,0,0,26,0,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",1,2000,16000,2,124,4,143.1094,6.21460819244385,7.60140228271484,9.68040657043457,4.82831382751465,1.60943794250488
75,1,0,0,22,0,0,0,0,0,0,0,0,"Ensino Médio",NA,0,"Pardo",0,300,1200,4,1237,5,1006.84525,4.31748819351196,5.70711040496826,7.09090995788574,7.12125253677368,1.7917594909668
100,1,0,1,27,1,0,1,0,0,0,1,0,"Ensino Superior",1,0,"Pardo",0,1000,1000,3,1237,5,1006.84525,4.60517024993896,6.90875482559204,6.90875482559204,7.12125253677368,1.7917594909668
25,1,0,0,21,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Pardo",0,0,1200,5,1237,5,1006.84525,3.21887588500977,0,7.09090995788574,7.12125253677368,1.7917594909668
90,1,0,1,55,1,NA,0,0,0,0,1,1,"Pós-Graduação",NA,0,"Preto",1,5000,7000,3,27,0,79.92422,4.49980974197388,8.51739311218262,8.85380840301514,3.33220458030701,0
300,1,0,NA,27,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",1,2000,NA,3,9935,544,901.63756,5.70378255844116,7.60140228271484,NA,9.20391941070557,6.30078601837158
1000,1,0,NA,25,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",0,1530,NA,5,9935,544,901.63756,6.90775537490845,7.3336763381958,NA,9.20391941070557,6.30078601837158
1000,1,0,NA,22,NA,0,0,1,0,1,0,0,"NA",NA,0,"Preto",1,1500,NA,4,9935,544,901.63756,6.90775537490845,7.31388664245605,NA,9.20391941070557,6.30078601837158
300,1,0,NA,54,NA,1,1,1,0,1,1,1,"NA",NA,1,"Branco",0,7000,NA,3,10070,549,913.8893,5.70378255844116,8.85380840301514,NA,9.21741485595703,6.30991840362549
300,1,0,NA,45,NA,0,0,0,0,0,0,1,"NA",NA,1,"Branco",0,4600,NA,2,10070,549,913.8893,5.70378255844116,8.43402862548828,NA,9.21741485595703,6.30991840362549
300,1,0,NA,54,NA,1,1,1,0,1,1,1,"NA",NA,1,"Branco",0,7000,NA,3,10070,549,913.8893,5.70378255844116,8.85380840301514,NA,9.21741485595703,6.30991840362549
120,1,0,1,31,1,0,0,1,0,1,0,1,"Pós-Graduação",NA,0,"Pardo",1,0,0,2,10613,568,963.16854,4.78749179840088,0,0,9.26992893218994,6.34388065338135
80,1,0,NA,37,NA,0,0,1,0,0,0,0,"NA",NA,1,"Branco",1,11500,NA,1,3137,119,362.72396,4.38202667236328,9.35018920898438,NA,8.05134105682373,4.78749179840088
20,1,0,NA,29,NA,1,1,0,0,1,0,0,"Ensino Superior",1,0,"Preto",0,1000,4000,3,3137,119,362.72396,2.99573230743408,6.90875482559204,8.2943000793457,8.05134105682373,4.78749179840088
50,1,0,NA,33,NA,0,0,0,0,0,0,0,"Pós-Graduação",NA,0,"Pardo",1,7800,7800,2,3137,119,362.72396,3.91202306747437,8.96200752258301,8.96200752258301,8.05134105682373,4.78749179840088
100,1,0,NA,27,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",1,5700,NA,2,3137,119,362.72396,4.60517024993896,8.64839649200439,NA,8.05134105682373,4.78749179840088
20,1,0,NA,34,NA,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Preto",1,7000,9000,2,3137,119,362.72396,2.99573230743408,8.85380840301514,9.1050910949707,8.05134105682373,4.78749179840088
1000,1,0,1,57,1,NA,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",1,5000,10000,3,3226,128,373.01482,6.90775537490845,8.51739311218262,9.21044063568115,8.07930850982666,4.85981225967407
100,1,0,0,38,0,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Preto",1,6500,14000,3,3309,137,382.61191,4.60517024993896,8.77971172332764,9.54688358306885,8.10470390319824,4.92725372314453
50,1,0,0,34,1,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",0,2000,4000,3,3309,137,382.61191,3.91202306747437,7.60140228271484,8.2943000793457,8.10470390319824,4.92725372314453
30,1,0,0,28,0,NA,0,1,0,1,0,0,"Pós-Graduação",NA,0,"Preto",0,4000,7000,4,3309,137,382.61191,3.40119743347168,8.2943000793457,8.85380840301514,8.10470390319824,4.92725372314453
120,1,0,0,25,1,0,0,1,0,1,0,0,"Pós-Graduação",NA,0,"Pardo",0,2500,2500,3,3309,137,382.61191,4.78749179840088,7.8244457244873,7.8244457244873,8.10470390319824,4.92725372314453
620,1,0,0,33,0,0,0,1,0,1,0,0,"Pós-Graduação",NA,1,"Branco",0,3000,6000,3,3309,137,382.61191,6.4297194480896,8.00670051574707,8.69968128204346,8.10470390319824,4.92725372314453
40,1,0,NA,22,NA,0,0,0,0,0,0,0,"NA",NA,1,"Branco",1,700,NA,5,NA,NA,NA,3.68887948989868,6.55250787734985,NA,NA,NA
150,1,0,NA,49,NA,0,0,1,0,1,1,1,"NA",NA,1,"Branco",1,11000,NA,3,NA,NA,NA,5.01063537597656,9.30574131011963,NA,NA,NA
100,1,0,NA,25,NA,0,0,1,0,1,0,0,"Pós-Graduação",NA,1,"Branco",0,2030,4500,2,27074,2453,1014.25745,4.60517024993896,7.61628341674805,8.41205501556396,10.2063665390015,7.80547475814819
200,1,0,NA,57,NA,0,0,1,0,1,1,1,"NA",NA,0,"Pardo",0,3000,NA,4,27074,2453,1014.25745,5.29831743240356,8.00670051574707,NA,10.2063665390015,7.80547475814819
400,1,0,NA,37,NA,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",0,30000,90000,4,27074,2453,1014.25745,5.99146461486816,10.308985710144,11.4075756072998,10.2063665390015,7.80547475814819
50,1,0,1,54,1,0,0,0,0,0,1,0,"Ensino Fundamental",0,0,"Pardo",0,600,1040,2,27320,2459,1023.4732,3.91202306747437,6.39859485626221,6.94793701171875,10.2154111862183,7.80791664123535
70,1,0,1,32,1,0,0,1,0,1,0,0,"Ensino Superior",1,0,"Pardo",0,2700,4000,2,27320,2459,1023.4732,4.24849510192871,7.90137720108032,8.2943000793457,10.2154111862183,7.80791664123535
50,1,0,0,25,0,0,0,0,0,1,1,0,"Pós-Graduação",NA,0,"Preto",0,4200,8000,4,27889,2569,1044.78932,3.91202306747437,8.34307765960693,8.9873218536377,10.2360239028931,7.85166120529175
200,1,0,0,22,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Pardo",1,600,2300,4,381,15,469.89467,5.29831743240356,6.39859485626221,7.74109888076782,5.94542074203491,2.7725887298584
500,1,0,NA,50,NA,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Amarelo",1,14000,22000,3,1279,68,430.09234,6.21460819244385,9.54688358306885,9.9988431930542,7.15461540222168,4.23410654067993
200,1,0,1,54,1,0,0,1,0,1,1,1,"Pós-Graduação",NA,1,"Branco",1,11000,11000,4,NA,NA,NA,5.29831743240356,9.30574131011963,9.30574131011963,NA,NA
300,1,0,1,52,1,0,0,1,0,1,1,1,"Pós-Graduação",NA,1,"Branco",1,10000,12000,5,NA,NA,NA,5.70378255844116,9.21044063568115,9.39274501800537,NA,NA
30,1,0,NA,43,NA,0,0,1,0,1,1,0,"NA",NA,1,"Branco",0,12000,NA,2,3614,140,408.76712,3.40119743347168,9.39274501800537,NA,8.19284725189209,4.94876003265381
14,1,0,1,40,1,0,0,0,0,0,0,1,"Pós-Graduação",NA,1,"Branco",0,825,825,2,NA,NA,NA,2.63905739784241,6.71659469604492,6.71659469604492,NA,NA
100,1,0,NA,46,NA,0,0,0,0,0,1,0,"Pós-Graduação",NA,0,"Pardo",0,1500,15000,3,69,1,302.3796,4.60517024993896,7.31388664245605,9.61587238311768,4.24849510192871,0.6931471824646
300,1,0,NA,29,NA,0,0,0,0,1,0,0,"Pós-Graduação",NA,0,"Pardo",0,2500,2500,2,69,1,302.3796,5.70378255844116,7.8244457244873,7.8244457244873,4.24849510192871,0.6931471824646
300,1,0,NA,50,NA,0,0,1,0,1,1,1,"NA",NA,0,"Pardo",1,7000,NA,3,5319,157,657.46618,5.70378255844116,8.85380840301514,NA,8.57922840118408,5.06259489059448
150,1,0,NA,51,NA,1,1,0,0,1,1,1,"NA",NA,0,"Pardo",0,4500,NA,3,5552,159,686.26663,5.01063537597656,8.41205501556396,NA,8.62209320068359,5.07517385482788
100,1,0,NA,26,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",0,2200,NA,4,5552,159,686.26663,4.60517024993896,7.69666719436646,NA,8.62209320068359,5.07517385482788
5000,1,0,NA,57,NA,0,0,0,0,0,0,1,"Ensino Superior",1,0,"Pardo",1,12000,80000,3,5552,159,686.26663,8.51719284057617,9.39274501800537,11.2897939682007,8.62209320068359,5.07517385482788
200,1,1,NA,60,NA,0,0,1,0,1,1,0,"NA",NA,1,"Branco",0,11000,NA,2,5552,159,686.26663,5.29831743240356,9.30574131011963,NA,8.62209320068359,5.07517385482788
100,1,0,NA,49,NA,0,0,1,0,1,1,1,"Pós-Graduação",NA,1,"Branco",0,5000,5000,5,5552,159,686.26663,4.60517024993896,8.51739311218262,8.51739311218262,8.62209320068359,5.07517385482788
500,1,0,NA,32,NA,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",0,11500,17000,3,5552,159,686.26663,6.21460819244385,9.35018920898438,9.74102783203125,8.62209320068359,5.07517385482788
200,1,0,NA,43,NA,0,0,0,0,0,1,1,"NA",NA,0,"Pardo",0,1600,NA,4,5552,159,686.26663,5.29831743240356,7.37838363647461,NA,8.62209320068359,5.07517385482788
30,1,0,NA,35,NA,NA,1,0,0,0,0,0,"Pós-Graduação",NA,1,"Branco",0,3000,3000,2,5552,159,686.26663,3.40119743347168,8.00670051574707,8.00670051574707,8.62209320068359,5.07517385482788
150,1,0,NA,25,NA,0,0,0,0,0,0,1,"NA",NA,0,"Pardo",1,1653,NA,2,5552,159,686.26663,5.01063537597656,7.41095209121704,NA,8.62209320068359,5.07517385482788
300,1,0,1,35,1,0,0,1,0,1,1,1,"Pós-Graduação",NA,1,"Branco",0,10000,10000,4,5918,167,731.50683,5.70378255844116,9.21044063568115,9.21044063568115,8.68592262268066,5.12396383285522
50,1,0,0,31,0,0,0,1,0,1,0,1,"Pós-Graduação",NA,1,"Branco",1,8000,13000,2,5918,167,731.50683,3.91202306747437,8.9873218536377,9.47278118133545,8.68592262268066,5.12396383285522
500,1,0,1,52,1,0,0,1,0,1,1,1,"Pós-Graduação",NA,0,"Pardo",1,8000,8000,6,5918,167,731.50683,6.21460819244385,8.9873218536377,8.9873218536377,8.68592262268066,5.12396383285522
100,1,0,0,31,0,0,0,1,0,1,0,1,"Pós-Graduação",NA,0,"Pardo",0,5600,8000,2,5918,167,731.50683,4.60517024993896,8.63070011138916,8.9873218536377,8.68592262268066,5.12396383285522
300,1,0,0,29,0,1,1,0,0,0,1,1,"Ensino Médio",NA,0,"Pardo",1,0,2500,4,6004,170,742.13704,5.70378255844116,0,7.8244457244873,8.70034790039062,5.14166355133057
50,1,0,1,21,1,0,0,0,0,0,1,1,"Ensino Superior",1,1,"Branco",1,0,3500,4,7133,201,881.68946,3.91202306747437,0,8.16080379486084,8.87262725830078,5.30826759338379
120,1,0,0,41,0,0,0,0,0,0,1,0,"Ensino Médio",NA,1,"Branco",0,600,600,3,7394,216,913.95092,4.78749179840088,6.39859485626221,6.39859485626221,8.90855979919434,5.37989711761475
120,1,0,0,41,0,0,0,0,0,0,1,0,"Ensino Médio",NA,1,"Branco",0,600,600,3,7394,216,913.95092,4.78749179840088,6.39859485626221,6.39859485626221,8.90855979919434,5.37989711761475
120,1,0,0,41,0,0,0,0,0,0,1,0,"Ensino Médio",NA,1,"Branco",0,600,600,3,7394,216,913.95092,4.78749179840088,6.39859485626221,6.39859485626221,8.90855979919434,5.37989711761475
50,1,0,0,48,0,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",0,1200,3200,3,875,43,813.15924,3.91202306747437,7.09090995788574,8.07121849060059,6.77536630630493,3.78418970108032
100,1,0,1,30,1,0,0,1,0,1,0,0,"Pós-Graduação",NA,1,"Branco",0,500,6000,3,53,2,270.11875,4.60517024993896,6.21660614013672,8.69968128204346,3.98898410797119,1.0986123085022
80,1,0,0,27,0,NA,0,0,0,0,0,0,"Pós-Graduação",NA,1,"Branco",0,2500,2500,1,84,3,99.50484,4.38202667236328,7.8244457244873,7.8244457244873,4.44265127182007,1.3862943649292
60,1,0,0,21,0,0,0,0,0,0,0,0,"Ensino Superior",1,0,"Pardo",1,500,1800,4,60,10,153.12372,4.09434461593628,6.21660614013672,7.49609756469727,4.11087369918823,2.39789533615112
30,1,0,NA,22,NA,0,0,0,0,0,1,0,"NA",NA,1,"Branco",1,1600,NA,2,703,107,339.53479,3.40119743347168,7.37838363647461,NA,6.55677843093872,4.68213129043579
50,1,0,NA,29,NA,0,0,0,0,0,0,0,"NA",NA,1,"Branco",0,300,NA,2,709,107,342.43267,3.91202306747437,5.70711040496826,NA,6.56526517868042,4.68213129043579
50,1,0,NA,34,NA,0,0,1,0,1,1,1,"NA",NA,0,"Pardo",1,1045,NA,5,970,76,614.5931,3.91202306747437,6.95272874832153,NA,6.87832641601562,4.34380531311035
400,1,0,NA,34,NA,0,0,1,0,1,0,1,"NA",NA,0,"Pardo",0,2200,NA,2,970,76,614.5931,5.99146461486816,7.69666719436646,NA,6.87832641601562,4.34380531311035
80,1,0,NA,23,NA,0,0,0,0,0,0,0,"NA",NA,0,"Pardo",0,1000,NA,3,977,78,619.02831,4.38202667236328,6.90875482559204,NA,6.8855094909668,4.36944770812988
250,1,0,1,21,1,0,0,0,0,0,0,0,"Ensino Superior",1,1,"Branco",0,0,1000,4,989,77,626.63152,5.52146100997925,0,6.90875482559204,6.897705078125,4.35670900344849
20,1,0,1,22,1,0,0,1,0,1,0,0,"Ensino Médio",NA,1,"Branco",0,1200,600,2,989,77,626.63152,2.99573230743408,7.09090995788574,6.39859485626221,6.897705078125,4.35670900344849
30,1,0,0,21,1,0,0,0,0,0,0,0,"Ensino Médio",NA,0,"Preto",1,400,1200,3,989,77,626.63152,3.40119743347168,5.99396133422852,7.09090995788574,6.897705078125,4.35670900344849
150,1,0,NA,38,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",1,4000,NA,1,468,40,129.59753,5.01063537597656,8.2943000793457,NA,6.1506028175354,3.71357202529907
100,1,0,NA,37,NA,0,0,0,0,0,1,1,"Pós-Graduação",NA,1,"Branco",0,5000,7000,5,88,16,287.54411,4.60517024993896,8.51739311218262,8.85380840301514,4.48863649368286,2.83321332931519
50,1,0,NA,21,NA,0,1,0,0,0,0,0,"NA",NA,0,"Pardo",0,1000,NA,2,323,53,276.02355,3.91202306747437,6.90875482559204,NA,5.78074359893799,3.98898410797119
150,1,0,NA,26,NA,0,0,0,0,0,0,0,"NA",NA,0,"Pardo",1,0,NA,3,272,43,282.73253,5.01063537597656,0,NA,5.60947179794312,3.78418970108032
250,1,0,NA,36,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",0,8000,NA,3,3434,360,488.96622,5.52146100997925,8.9873218536377,NA,8.14177227020264,5.88887786865234
20,1,0,NA,30,NA,0,0,0,0,0,1,0,"NA",NA,1,"Branco",0,300,NA,8,3434,360,488.96622,2.99573230743408,5.70711040496826,NA,8.14177227020264,5.88887786865234
11,1,0,NA,26,NA,0,0,1,0,1,0,0,"NA",NA,0,"Preto",0,1400,NA,4,3434,360,488.96622,2.39789533615112,7.24494171142578,NA,8.14177227020264,5.88887786865234
50,1,0,NA,56,NA,0,0,1,0,1,0,0,"NA",NA,1,"Branco",1,3000,NA,1,3434,360,488.96622,3.91202306747437,8.00670051574707,NA,8.14177227020264,5.88887786865234
100,1,0,NA,21,NA,0,0,0,0,0,1,0,"NA",NA,0,"Pardo",0,1600,NA,3,3434,360,488.96622,4.60517024993896,7.37838363647461,NA,8.14177227020264,5.88887786865234
250,1,0,NA,47,NA,0,0,0,0,0,1,0,"NA",NA,0,"Pardo",1,3300,NA,4,3533,363,503.0628,5.52146100997925,8.1019811630249,NA,8.17018604278564,5.89715385437012
80,1,0,NA,47,NA,0,0,0,0,0,1,0,"NA",NA,1,"Branco",0,300,NA,2,3533,363,503.0628,4.38202667236328,5.70711040496826,NA,8.17018604278564,5.89715385437012
15,1,0,NA,45,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",0,4500,NA,1,3533,363,503.0628,2.70805025100708,8.41205501556396,NA,8.17018604278564,5.89715385437012
150,1,0,NA,47,NA,0,0,0,0,0,1,1,"NA",NA,0,"Pardo",0,1300,NA,3,3533,363,503.0628,5.01063537597656,7.17088842391968,NA,8.17018604278564,5.89715385437012
400,1,1,NA,66,NA,NA,0,1,0,1,1,0,"NA",NA,1,"Branco",0,6500,NA,3,3533,363,503.0628,5.99146461486816,8.77971172332764,NA,8.17018604278564,5.89715385437012
70,1,0,NA,39,NA,0,0,0,0,0,1,1,"NA",NA,0,"Pardo",0,650,NA,3,3533,363,503.0628,4.24849510192871,6.47850942611694,NA,8.17018604278564,5.89715385437012
300,1,0,NA,34,NA,0,0,1,0,1,0,0,"NA",NA,0,"Pardo",1,8000,NA,3,3533,363,503.0628,5.70378255844116,8.9873218536377,NA,8.17018604278564,5.89715385437012
